# Viterbi_decoding posterior_decoding posterior_mean
1.75 0.32 0.766418
1.75 0.32 0.766356
1.75 0.32 0.766293
1.75 0.32 0.766231
1.75 0.32 0.766170
1.75 0.32 0.766108
1.75 0.32 0.766047
1.75 0.32 0.765987
1.75 0.32 0.765927
1.75 0.32 0.765867
1.75 0.32 0.765807
1.75 0.32 0.765748
1.75 0.32 0.765690
1.75 0.32 0.765631
1.75 0.32 0.765573
1.75 0.32 0.765516
1.75 0.32 0.765458
1.75 0.32 0.765402
1.75 0.32 0.765345
1.75 0.32 0.765289
1.75 0.32 0.765233
1.75 0.32 0.765178
1.75 0.32 0.765123
1.75 0.32 0.765068
1.75 0.32 0.765014
1.75 0.32 0.764960
1.75 0.32 0.764906
1.75 0.32 0.764853
1.75 0.32 0.764800
1.75 0.32 0.764747
1.75 0.32 0.764695
1.75 0.32 0.764643
1.75 0.32 0.764592
1.75 0.32 0.764540
1.75 0.32 0.764490
1.75 0.32 0.764439
1.75 0.32 0.764389
1.75 0.32 0.764339
1.75 0.32 0.764290
1.75 0.32 0.764241
1.75 0.32 0.764192
1.75 0.32 0.764144
1.75 0.32 0.764096
1.75 0.32 0.764048
1.75 0.32 0.764001
1.75 0.32 0.763953
1.75 0.32 0.763907
1.75 0.32 0.763861
1.75 0.32 0.763815
1.75 0.32 0.763769
1.75 0.32 0.763724
1.75 0.32 0.763679
1.75 0.32 0.763634
1.75 0.32 0.763590
1.75 0.32 0.763546
1.75 0.32 0.763502
1.75 0.32 0.763459
1.75 0.32 0.763416
1.75 0.32 0.763373
1.75 0.32 0.763331
1.75 0.32 0.763289
1.75 0.32 0.763247
1.75 0.32 0.763206
1.75 0.32 0.763165
1.75 0.32 0.763125
1.75 0.32 0.763084
1.75 0.32 0.763044
1.75 0.32 0.763005
1.75 0.32 0.762965
1.75 0.32 0.762926
1.75 0.32 0.762888
1.75 0.32 0.762850
1.75 0.32 0.762812
1.75 0.32 0.762774
1.75 0.32 0.762737
1.75 0.32 0.762700
1.75 0.32 0.762663
1.75 0.32 0.762626
1.75 0.32 0.762590
1.75 0.32 0.762555
1.75 0.32 0.762519
1.75 0.32 0.762484
1.75 0.32 0.762449
1.75 0.32 0.762415
1.75 0.32 0.762381
1.75 0.32 0.762347
1.75 0.32 0.762314
1.75 0.32 0.762280
1.75 0.32 0.762247
1.75 0.32 0.762215
1.75 0.32 0.762183
1.75 0.32 0.762151
1.75 0.32 0.762119
1.75 0.32 0.762088
1.75 0.32 0.762057
1.75 0.32 0.762026
1.75 0.32 0.761996
1.75 0.32 0.761966
1.75 0.32 0.761936
1.75 0.32 0.761907
1.75 0.32 0.761878
1.75 0.32 0.761849
1.75 0.32 0.761820
1.75 0.32 0.761792
1.75 0.32 0.761764
1.75 0.32 0.761737
1.75 0.32 0.761710
1.75 0.32 0.761683
1.75 0.32 0.761656
1.75 0.32 0.761630
1.75 0.32 0.761604
1.75 0.32 0.761578
1.75 0.32 0.761552
1.75 0.32 0.761527
1.75 0.32 0.761503
1.75 0.32 0.761478
1.75 0.32 0.761454
1.75 0.32 0.761430
1.75 0.32 0.761406
1.75 0.32 0.761383
1.75 0.32 0.761360
1.75 0.32 0.761337
1.75 0.32 0.761315
1.75 0.32 0.761293
1.75 0.32 0.761271
1.75 0.32 0.761250
1.75 0.32 0.761228
1.75 0.32 0.761207
1.75 0.32 0.761187
1.75 0.32 0.761167
1.75 0.32 0.761147
1.75 0.32 0.761127
1.75 0.32 0.761107
1.75 0.32 0.761088
1.75 0.32 0.761069
1.75 0.32 0.761051
1.75 0.32 0.761033
1.75 0.32 0.761015
1.75 0.32 0.760997
1.75 0.32 0.760980
1.75 0.32 0.760963
1.75 0.32 0.760946
1.75 0.32 0.760929
1.75 0.32 0.760913
1.75 0.32 0.760897
1.75 0.32 0.760882
1.75 0.32 0.760866
1.75 0.32 0.760851
1.75 0.32 0.760836
1.75 0.32 0.760822
1.75 0.32 0.760808
1.75 0.32 0.760794
1.75 0.32 0.760780
1.75 0.32 0.760767
1.75 0.32 0.760754
1.75 0.32 0.760741
1.75 0.32 0.760729
1.75 0.32 0.760717
1.75 0.32 0.760705
1.75 0.32 0.760693
1.75 0.32 0.760682
1.75 0.32 0.760671
1.75 0.32 0.760660
1.75 0.32 0.760649
1.75 0.32 0.760639
1.75 0.32 0.760629
1.75 0.32 0.760620
1.75 0.32 0.760610
1.75 0.32 0.760601
1.75 0.32 0.760593
1.75 0.32 0.760584
1.75 0.32 0.760576
1.75 0.32 0.760568
1.75 0.32 0.760560
1.75 0.32 0.760553
1.75 0.32 0.760546
1.75 0.32 0.760539
1.75 0.32 0.760532
1.75 0.32 0.760526
1.75 0.32 0.760520
1.75 0.32 0.760514
1.75 0.32 0.760509
1.75 0.32 0.760504
1.75 0.32 0.760499
1.75 0.32 0.760494
1.75 0.32 0.760490
1.75 0.32 0.760486
1.75 0.32 0.760482
1.75 0.32 0.760479
1.75 0.32 0.760475
1.75 0.32 0.760472
1.75 0.32 0.760470
1.75 0.32 0.760467
1.75 0.32 0.760465
1.75 0.32 0.760463
1.75 0.32 0.760462
1.75 0.32 0.760460
1.75 0.32 0.760459
1.75 0.32 0.760459
1.75 0.32 0.760458
1.75 0.32 0.760458
1.75 0.32 0.760458
1.75 0.32 0.760458
1.75 0.32 0.760459
1.75 0.32 0.760460
1.75 0.32 0.760461
1.75 0.32 0.760462
1.75 0.32 0.760464
1.75 0.32 0.760466
1.75 0.32 0.760468
1.75 0.32 0.760470
1.75 0.32 0.760473
1.75 0.32 0.760476
1.75 0.32 0.760479
1.75 0.32 0.760483
1.75 0.32 0.760486
1.75 0.32 0.760491
1.75 0.32 0.760495
1.75 0.32 0.760499
1.75 0.32 0.760504
1.75 0.32 0.760509
1.75 0.32 0.760515
1.75 0.32 0.760520
1.75 0.32 0.760526
1.75 0.32 0.760533
1.75 0.32 0.760539
1.75 0.32 0.760546
1.75 0.32 0.760553
1.75 0.32 0.760560
1.75 0.32 0.760567
1.75 0.32 0.760575
1.75 0.32 0.760583
1.75 0.32 0.760591
1.75 0.32 0.760600
1.75 0.32 0.760609
1.75 0.32 0.760618
1.75 0.32 0.760627
1.75 0.32 0.760637
1.75 0.32 0.760647
1.75 0.32 0.760657
1.75 0.32 0.760667
1.75 0.32 0.760678
1.75 0.32 0.760689
1.75 0.32 0.760700
1.75 0.32 0.760711
1.75 0.32 0.760723
1.75 0.32 0.760735
1.75 0.32 0.760747
1.75 0.32 0.760760
1.75 0.32 0.760772
1.75 0.32 0.760785
1.75 0.32 0.760798
1.75 0.32 0.760812
1.75 0.32 0.760826
1.75 0.32 0.760840
1.75 0.32 0.760854
1.75 0.32 0.760868
1.75 0.32 0.760883
1.75 0.32 0.760898
1.75 0.32 0.760914
1.75 0.32 0.760929
1.75 0.32 0.760945
1.75 0.32 0.760961
1.75 0.32 0.760977
1.75 0.32 0.760994
1.75 0.32 0.761011
1.75 0.32 0.761028
1.75 0.32 0.761045
1.75 0.32 0.761063
1.75 0.32 0.761081
1.75 0.32 0.761099
1.75 0.32 0.761117
1.75 0.32 0.761136
1.75 0.32 0.761154
1.75 0.32 0.761174
1.75 0.32 0.761193
1.75 0.32 0.761213
1.75 0.32 0.761232
1.75 0.32 0.761253
1.75 0.32 0.761273
1.75 0.32 0.761294
1.75 0.32 0.761314
1.75 0.32 0.761336
1.75 0.32 0.761357
1.75 0.32 0.761379
1.75 0.32 0.761401
1.75 0.32 0.761423
1.75 0.32 0.761445
1.75 0.32 0.761468
1.75 0.32 0.761491
1.75 0.32 0.761514
1.75 0.32 0.761537
1.75 0.32 0.761561
1.75 0.32 0.761585
1.75 0.32 0.761609
1.75 0.32 0.761633
1.75 0.32 0.761658
1.75 0.32 0.761683
1.75 0.32 0.761708
1.75 0.32 0.761733
1.75 0.32 0.761759
1.75 0.32 0.761785
1.75 0.32 0.761811
1.75 0.32 0.761838
1.75 0.32 0.761864
1.75 0.32 0.761891
1.75 0.32 0.761918
1.75 0.32 0.761946
1.75 0.32 0.761973
1.75 0.32 0.762001
1.75 0.32 0.762029
1.75 0.32 0.762058
1.75 0.32 0.762087
1.75 0.32 0.762115
1.75 0.32 0.762145
1.75 0.32 0.762174
1.75 0.32 0.762204
1.75 0.32 0.762234
1.75 0.32 0.762264
1.75 0.32 0.762294
1.75 0.32 0.762325
1.75 0.32 0.762356
1.75 0.32 0.762387
1.75 0.32 0.762418
1.75 0.32 0.762450
1.75 0.32 0.762482
1.75 0.32 0.762514
1.75 0.32 0.762546
1.75 0.32 0.762579
1.75 0.32 0.762611
1.75 0.32 0.762645
1.75 0.32 0.762678
1.75 0.32 0.762712
1.75 0.32 0.762745
1.75 0.32 0.762779
1.75 0.32 0.762814
1.75 0.32 0.762848
1.75 0.32 0.762883
1.75 0.32 0.762918
1.75 0.32 0.762954
1.75 0.32 0.762989
1.75 0.32 0.763025
1.75 0.32 0.763061
1.75 0.32 0.763097
1.75 0.32 0.763134
1.75 0.32 0.763171
1.75 0.32 0.763208
1.75 0.32 0.763245
1.75 0.32 0.763282
1.75 0.32 0.763320
1.75 0.32 0.763358
1.75 0.32 0.763396
1.75 0.32 0.763435
1.75 0.32 0.763474
1.75 0.32 0.763513
1.75 0.32 0.763552
1.75 0.32 0.763591
1.75 0.32 0.763631
1.75 0.32 0.763671
1.75 0.32 0.763711
1.75 0.32 0.763752
1.75 0.32 0.763792
1.75 0.32 0.763833
1.75 0.32 0.763875
1.75 0.32 0.763916
1.75 0.32 0.763958
1.75 0.32 0.764000
1.75 0.32 0.764042
1.75 0.32 0.764084
1.75 0.32 0.764127
1.75 0.32 0.764170
1.75 0.32 0.764213
1.75 0.32 0.764256
1.75 0.32 0.764300
1.75 0.32 0.764344
1.75 0.32 0.764388
1.75 0.32 0.764432
1.75 0.32 0.764477
1.75 0.32 0.764522
1.75 0.32 0.764567
1.75 0.32 0.764612
1.75 0.32 0.764658
1.75 0.32 0.764703
1.75 0.32 0.764749
1.75 0.32 0.764796
1.75 0.32 0.764842
1.75 0.32 0.764889
1.75 0.32 0.764936
1.75 0.32 0.764983
1.75 0.32 0.765031
1.75 0.32 0.765079
1.75 0.32 0.765127
1.75 0.32 0.765175
1.75 0.32 0.765223
1.75 0.32 0.765272
1.75 0.32 0.765321
1.75 0.32 0.765370
1.75 0.32 0.765420
1.75 0.32 0.765469
1.75 0.32 0.765519
1.75 0.32 0.765569
1.75 0.32 0.765620
1.75 0.32 0.765671
1.75 0.32 0.765721
1.75 0.32 0.765773
1.75 0.32 0.765824
1.75 0.32 0.765876
1.75 0.32 0.765927
1.75 0.32 0.765980
1.75 0.32 0.766032
1.75 0.32 0.766085
1.75 0.32 0.766137
1.75 0.32 0.766190
1.75 0.32 0.766244
1.75 0.32 0.766297
1.75 0.32 0.766351
1.75 0.32 0.766405
1.75 0.32 0.766460
1.75 0.32 0.766514
1.75 0.32 0.766569
1.75 0.32 0.766624
1.75 0.32 0.766679
1.75 0.32 0.766735
1.75 0.32 0.766790
1.75 0.32 0.766846
1.75 0.32 0.766903
1.75 0.32 0.766959
1.75 0.32 0.767016
1.75 0.32 0.767073
1.75 0.32 0.767130
1.75 0.32 0.767187
1.75 0.32 0.767245
1.75 0.32 0.767303
1.75 0.32 0.767361
1.75 0.32 0.767420
1.75 0.32 0.767478
1.75 0.32 0.767537
1.75 0.32 0.767596
1.75 0.32 0.767656
1.75 0.32 0.767715
1.75 0.32 0.767775
1.75 0.32 0.767835
1.75 0.32 0.767896
1.75 0.32 0.767956
1.75 0.32 0.768017
1.75 0.32 0.768078
1.75 0.32 0.768140
1.75 0.32 0.768201
1.75 0.32 0.768263
1.75 0.32 0.768325
1.75 0.32 0.768387
1.75 0.32 0.768450
1.75 0.32 0.768513
1.75 0.32 0.768576
1.75 0.32 0.768639
1.75 0.32 0.768702
1.75 0.32 0.768766
1.75 0.32 0.768830
1.75 0.32 0.768894
1.75 0.32 0.768959
1.75 0.32 0.769024
1.75 0.32 0.769089
1.75 0.32 0.769154
1.75 0.32 0.769219
1.75 0.32 0.769285
1.75 0.32 0.769351
1.75 0.32 0.769417
1.75 0.32 0.769484
1.75 0.32 0.769550
1.75 0.32 0.769617
1.75 0.32 0.769684
1.75 0.32 0.769752
1.75 0.32 0.769819
1.75 0.32 0.769887
1.75 0.32 0.769955
1.75 0.32 0.770024
1.75 0.32 0.770092
1.75 0.32 0.770161
1.75 0.32 0.770230
1.75 0.32 0.770300
1.75 0.32 0.770369
1.75 0.32 0.770439
1.75 0.32 0.770509
1.75 0.32 0.770580
1.75 0.32 0.770650
1.75 0.32 0.770721
1.75 0.32 0.770792
1.75 0.32 0.770863
1.75 0.32 0.770935
1.75 0.32 0.771007
1.75 0.32 0.771079
1.75 0.32 0.771151
1.75 0.32 0.771224
1.75 0.32 0.771296
1.75 0.32 0.771369
1.75 0.32 0.771443
1.75 0.32 0.771516
1.75 0.32 0.771590
1.75 0.32 0.771664
1.75 0.32 0.771738
1.75 0.32 0.771813
1.75 0.32 0.771888
1.75 0.32 0.771963
1.75 0.32 0.772038
1.75 0.32 0.772113
1.75 0.32 0.772189
1.75 0.32 0.772265
1.75 0.32 0.772341
1.75 0.32 0.772418
1.75 0.32 0.772494
1.75 0.32 0.772571
1.75 0.32 0.772649
1.75 0.32 0.772726
1.75 0.32 0.772804
1.75 0.32 0.772882
1.75 0.32 0.772960
1.75 0.32 0.773038
1.75 0.32 0.773117
1.75 0.32 0.773196
1.75 0.32 0.773275
1.75 0.32 0.773355
1.75 0.32 0.773434
1.75 0.32 0.773514
1.75 0.32 0.773594
1.75 0.32 0.773675
1.75 0.32 0.773756
1.75 0.32 0.773836
1.75 0.32 0.773918
1.75 0.32 0.773999
1.75 0.32 0.774081
1.75 0.32 0.774163
1.75 0.32 0.774245
1.75 0.32 0.774327
1.75 0.32 0.774410
1.75 0.32 0.774493
1.75 0.32 0.774576
1.75 0.32 0.774659
1.75 0.32 0.774743
1.75 0.32 0.774827
1.75 0.32 0.774911
1.75 0.32 0.774996
1.75 0.32 0.775080
1.75 0.32 0.775165
1.75 0.32 0.775250
1.75 0.32 0.775336
1.75 0.32 0.775421
1.75 0.32 0.775507
1.75 0.32 0.775593
1.75 0.32 0.775680
1.75 0.32 0.775766
1.75 0.32 0.775853
1.75 0.32 0.775941
1.75 0.32 0.776028
1.75 0.32 0.776116
1.75 0.32 0.776204
1.75 0.32 0.776292
1.75 0.32 0.776380
1.75 0.32 0.776469
1.75 0.32 0.776558
1.75 0.32 0.776647
1.75 0.32 0.776736
1.75 0.32 0.776826
1.75 0.32 0.776916
1.75 0.32 0.777006
1.75 0.32 0.777097
1.75 0.32 0.777187
1.75 0.32 0.777278
1.75 0.32 0.777369
1.75 0.32 0.777461
1.75 0.32 0.777553
1.75 0.32 0.777645
1.75 0.32 0.777737
1.75 0.32 0.777829
1.75 0.32 0.777922
1.75 0.32 0.778015
1.75 0.32 0.778108
1.75 0.32 0.778202
1.75 0.32 0.778295
1.75 0.32 0.778389
1.75 0.32 0.778484
1.75 0.32 0.778578
1.75 0.32 0.778673
1.75 0.32 0.778768
1.75 0.32 0.778863
1.75 0.32 0.778959
1.75 0.32 0.779055
1.75 0.32 0.779151
1.75 0.32 0.779247
1.75 0.32 0.779343
1.75 0.32 0.779440
1.75 0.32 0.779537
1.75 0.32 0.779635
1.75 0.32 0.779732
1.75 0.32 0.779830
1.75 0.32 0.779928
1.75 0.32 0.780027
1.75 0.32 0.780125
1.75 0.32 0.780224
1.75 0.32 0.780323
1.75 0.32 0.780423
1.75 0.32 0.780522
1.75 0.32 0.780622
1.75 0.32 0.780722
1.75 0.32 0.780823
1.75 0.32 0.780923
1.75 0.32 0.781024
1.75 0.32 0.781126
1.75 0.32 0.781227
1.75 0.32 0.781329
1.75 0.32 0.781431
1.75 0.32 0.781533
1.75 0.32 0.781635
1.75 0.32 0.781738
1.75 0.32 0.781841
1.75 0.32 0.781944
1.75 0.32 0.782048
1.75 0.32 0.782152
1.75 0.32 0.782256
1.75 0.32 0.782360
1.75 0.32 0.782465
1.75 0.32 0.782570
1.75 0.32 0.782675
1.75 0.32 0.782780
1.75 0.32 0.782886
1.75 0.32 0.782992
1.75 0.32 0.783098
1.75 0.32 0.783204
1.75 0.32 0.783311
1.75 0.32 0.783418
1.75 0.32 0.783525
1.75 0.32 0.783633
1.75 0.32 0.783740
1.75 0.32 0.783848
1.75 0.32 0.783957
1.75 0.32 0.784065
1.75 0.32 0.784174
1.75 0.32 0.784283
1.75 0.32 0.784392
1.75 0.32 0.784502
1.75 0.32 0.784612
1.75 0.32 0.784722
1.75 0.32 0.784832
1.75 0.32 0.784943
1.75 0.32 0.785054
1.75 0.32 0.785165
1.75 0.32 0.785277
1.75 0.32 0.785389
1.75 0.32 0.785501
1.75 0.32 0.785613
1.75 0.32 0.785725
1.75 0.32 0.785838
1.75 0.32 0.785951
1.75 0.32 0.786065
1.75 0.32 0.786178
1.75 0.32 0.786292
1.75 0.32 0.786406
1.75 0.32 0.786521
1.75 0.32 0.786635
1.75 0.32 0.786750
1.75 0.32 0.786866
1.75 0.32 0.786981
1.75 0.32 0.787097
1.75 0.32 0.787213
1.75 0.32 0.787329
1.75 0.32 0.787446
1.75 0.32 0.787563
1.75 0.32 0.787680
1.75 0.32 0.787797
1.75 0.32 0.787915
1.75 0.32 0.788033
1.75 0.32 0.788151
1.75 0.32 0.788270
1.75 0.32 0.788388
1.75 0.32 0.788507
1.75 0.32 0.788627
1.75 0.32 0.788746
1.75 0.32 0.788866
1.75 0.32 0.788986
1.75 0.32 0.789107
1.75 0.32 0.789227
1.75 0.32 0.789348
1.75 0.32 0.789470
1.75 0.32 0.789591
1.75 0.32 0.789713
1.75 0.32 0.789835
1.75 0.32 0.789957
1.75 0.32 0.790080
1.75 0.32 0.790203
1.75 0.32 0.790326
1.75 0.32 0.790449
1.75 0.32 0.790573
1.75 0.32 0.790697
1.75 0.32 0.790822
1.75 0.32 0.790946
1.75 0.32 0.791071
1.75 0.32 0.791196
1.75 0.32 0.791321
1.75 0.32 0.791447
1.75 0.32 0.791573
1.75 0.32 0.791699
1.75 0.32 0.791826
1.75 0.32 0.791953
1.75 0.32 0.792080
1.75 0.32 0.792207
1.75 0.32 0.792335
1.75 0.32 0.792463
1.75 0.32 0.792591
1.75 0.32 0.792719
1.75 0.32 0.792848
1.75 0.32 0.792977
1.75 0.32 0.793107
1.75 0.32 0.793236
1.75 0.32 0.793366
1.75 0.32 0.793496
1.75 0.32 0.793627
1.75 0.32 0.793758
1.75 0.32 0.793889
1.75 0.32 0.794020
1.75 0.32 0.794152
1.75 0.32 0.794283
1.75 0.32 0.794416
1.75 0.32 0.794548
1.75 0.32 0.794681
1.75 0.32 0.794814
1.75 0.32 0.794947
1.75 0.32 0.795081
1.75 0.32 0.795215
1.75 0.32 0.795349
1.75 0.32 0.795484
1.75 0.32 0.795618
1.75 0.32 0.795753
1.75 0.32 0.795889
1.75 0.32 0.796024
1.75 0.32 0.796160
1.75 0.32 0.796297
1.75 0.32 0.796433
1.75 0.32 0.796570
1.75 0.32 0.796707
1.75 0.32 0.796844
1.75 0.32 0.796982
1.75 0.32 0.797120
1.75 0.32 0.797258
1.75 0.32 0.797397
1.75 0.32 0.797536
1.75 0.32 0.797675
1.75 0.32 0.797814
1.75 0.32 0.797954
1.75 0.32 0.798094
1.75 0.32 0.798234
1.75 0.32 0.798375
1.75 0.32 0.798516
1.75 0.32 0.798657
1.75 0.32 0.798799
1.75 0.32 0.798940
1.75 0.32 0.799082
1.75 0.32 0.799225
1.75 0.32 0.799368
1.75 0.32 0.799510
1.75 0.32 0.799654
1.75 0.32 0.799797
1.75 0.32 0.799941
1.75 0.32 0.800085
1.75 0.32 0.800230
1.75 0.32 0.800375
1.75 0.32 0.800520
1.75 0.32 0.800665
1.75 0.32 0.800811
1.75 0.32 0.800957
1.75 0.32 0.801103
1.75 0.32 0.801250
1.75 0.32 0.801396
1.75 0.32 0.801544
1.75 0.32 0.801691
1.75 0.32 0.801839
1.75 0.32 0.801987
1.75 0.32 0.802135
1.75 0.32 0.802284
1.75 0.32 0.802433
1.75 0.32 0.802582
1.75 0.32 0.802732
1.75 0.32 0.802882
1.75 0.32 0.803032
1.75 0.32 0.803183
1.75 0.32 0.803333
1.75 0.32 0.803485
1.75 0.32 0.803636
1.75 0.32 0.803788
1.75 0.32 0.803940
1.75 0.32 0.804092
1.75 0.32 0.804245
1.75 0.32 0.804398
1.75 0.32 0.804551
1.75 0.32 0.804705
1.75 0.32 0.804859
1.75 0.32 0.805013
1.75 0.32 0.805167
1.75 0.32 0.805322
1.75 0.32 0.805477
1.75 0.32 0.805633
1.75 0.32 0.805789
1.75 0.32 0.805945
1.75 0.32 0.806101
1.75 0.32 0.806258
1.75 0.32 0.806415
1.75 0.32 0.806572
1.75 0.32 0.806730
1.75 0.32 0.806888
1.75 0.32 0.807046
1.75 0.32 0.807205
1.75 0.32 0.807363
1.75 0.32 0.807523
1.75 0.32 0.807682
1.75 0.32 0.807842
1.75 0.32 0.808002
1.75 0.32 0.808163
1.75 0.32 0.808324
1.75 0.32 0.808485
1.75 0.32 0.808646
1.75 0.32 0.808808
1.75 0.32 0.808970
1.75 0.32 0.809132
1.75 0.32 0.809295
1.75 0.32 0.809458
1.75 0.32 0.809622
1.75 0.32 0.809785
1.75 0.32 0.809949
1.75 0.32 0.810114
1.75 0.32 0.810278
1.75 0.32 0.810443
1.75 0.32 0.810609
1.75 0.32 0.810774
1.75 0.32 0.810940
1.75 0.32 0.811106
1.75 0.32 0.811273
1.75 0.32 0.811440
1.75 0.32 0.811607
1.75 0.32 0.811775
1.75 0.32 0.811943
1.75 0.32 0.812111
1.75 0.32 0.812279
1.75 0.32 0.812448
1.75 0.32 0.812617
1.75 0.32 0.812787
1.75 0.32 0.812957
1.75 0.32 0.813127
1.75 0.32 0.813298
1.75 0.32 0.813468
1.75 0.32 0.813640
1.75 0.32 0.813811
1.75 0.32 0.813983
1.75 0.32 0.814155
1.75 0.32 0.814328
1.75 0.32 0.814501
1.75 0.32 0.814674
1.75 0.32 0.814847
1.75 0.32 0.815021
1.75 0.32 0.815195
1.75 0.32 0.815370
1.75 0.32 0.815545
1.75 0.32 0.815720
1.75 0.32 0.815895
1.75 0.32 0.816071
1.75 0.32 0.816248
1.75 0.32 0.816424
1.75 0.32 0.816601
1.75 0.32 0.816778
1.75 0.32 0.816956
1.75 0.32 0.817134
1.75 0.32 0.817312
1.75 0.32 0.817490
1.75 0.32 0.817669
1.75 0.32 0.817849
1.75 0.32 0.818028
1.75 0.32 0.818208
1.75 0.32 0.818389
1.75 0.32 0.818569
1.75 0.32 0.818750
1.75 0.32 0.818931
1.75 0.32 0.819113
1.75 0.32 0.819295
1.75 0.32 0.819477
1.75 0.32 0.819660
1.75 0.32 0.819843
1.75 0.32 0.820027
1.75 0.32 0.820210
1.75 0.32 0.820394
1.75 0.32 0.820579
1.75 0.32 0.820764
1.75 0.32 0.820949
1.75 0.32 0.821134
1.75 0.32 0.821320
1.75 0.32 0.821506
1.75 0.32 0.821693
1.75 0.32 0.821880
1.75 0.32 0.822067
1.75 0.32 0.822255
1.75 0.32 0.822443
1.75 0.32 0.822631
1.75 0.32 0.822820
1.75 0.32 0.823009
1.75 0.32 0.823198
1.75 0.32 0.823388
1.75 0.32 0.823578
1.75 0.32 0.823768
1.75 0.32 0.823959
1.75 0.32 0.824150
1.75 0.32 0.824342
1.75 0.32 0.824533
1.75 0.32 0.824726
1.75 0.32 0.824918
1.75 0.32 0.825111
1.75 0.32 0.825305
1.75 0.32 0.825498
1.75 0.32 0.825692
1.75 0.32 0.825887
1.75 0.32 0.826081
1.75 0.32 0.826277
1.75 0.32 0.826472
1.75 0.32 0.826668
1.75 0.32 0.826864
1.75 0.32 0.827061
1.75 0.32 0.827258
1.75 0.32 0.827455
1.75 0.32 0.827653
1.75 0.32 0.827851
1.75 0.32 0.828049
1.75 0.32 0.828248
1.75 0.32 0.828447
1.75 0.32 0.828646
1.75 0.32 0.828846
1.75 0.32 0.829047
1.75 0.32 0.829247
1.75 0.32 0.829448
1.75 0.32 0.829650
1.75 0.32 0.829851
1.75 0.32 0.830054
1.75 0.32 0.830256
1.75 0.32 0.830459
1.75 0.32 0.830662
1.75 0.32 0.830866
1.75 0.32 0.831070
1.75 0.32 0.831274
1.75 0.32 0.831479
1.75 0.32 0.831684
1.75 0.32 0.831890
1.75 0.32 0.832095
1.75 0.32 0.832302
1.75 0.32 0.832508
1.75 0.32 0.832715
1.75 0.32 0.832923
1.75 0.32 0.833131
1.75 0.32 0.833339
1.75 0.32 0.833547
1.75 0.32 0.833756
1.75 0.32 0.833966
1.75 0.32 0.834175
1.75 0.32 0.834385
1.75 0.32 0.834596
1.75 0.32 0.834807
1.75 0.32 0.835018
1.75 0.32 0.835230
1.75 0.32 0.835442
1.75 0.32 0.835654
1.75 0.32 0.835867
1.75 0.32 0.836080
1.75 0.32 0.836294
1.75 0.32 0.836508
1.75 0.32 0.836722
1.75 0.32 0.836937
1.75 0.32 0.837152
1.75 0.32 0.837368
1.75 0.32 0.837583
1.75 0.32 0.837800
1.75 0.32 0.838017
1.75 0.32 0.838234
1.75 0.32 0.838451
1.75 0.32 0.838669
1.75 0.32 0.838887
1.75 0.32 0.839106
1.75 0.32 0.839325
1.75 0.32 0.839545
1.75 0.32 0.839765
1.75 0.32 0.839985
1.75 0.32 0.840206
1.75 0.32 0.840427
1.75 0.32 0.840648
1.75 0.32 0.840870
1.75 0.32 0.841093
1.75 0.32 0.841315
1.75 0.32 0.841539
1.75 0.32 0.841762
1.75 0.32 0.841986
1.75 0.32 0.842210
1.75 0.32 0.842435
