# Viterbi_decoding posterior_decoding posterior_mean
1.75 1.75 1.749807
1.75 1.75 1.749822
1.75 1.75 1.749837
1.75 1.75 1.749852
1.75 1.75 1.749867
1.75 1.75 1.749883
1.75 1.75 1.749898
1.75 1.75 1.749915
1.75 1.75 1.749931
1.75 1.75 1.749948
1.75 1.75 1.749965
1.75 1.75 1.749982
1.75 1.75 1.749999
1.75 1.75 1.750017
1.75 1.75 1.750035
1.75 1.75 1.750053
1.75 1.75 1.750072
1.75 1.75 1.750091
1.75 1.75 1.750110
1.75 1.75 1.750130
1.75 1.75 1.750149
1.75 1.75 1.750169
1.75 1.75 1.750147
1.75 1.75 1.750125
1.75 1.75 1.750104
1.75 1.75 1.750082
1.75 1.75 1.750061
1.75 1.75 1.750040
1.75 1.75 1.750020
1.75 1.75 1.749999
1.75 1.75 1.749979
1.75 1.75 1.749960
1.75 1.75 1.749940
1.75 1.75 1.749921
1.75 1.75 1.749902
1.75 1.75 1.749884
1.75 1.75 1.749865
1.75 1.75 1.749847
1.75 1.75 1.749830
1.75 1.75 1.749812
1.75 1.75 1.749795
1.75 1.75 1.749778
1.75 1.75 1.749761
1.75 1.75 1.749745
1.75 1.75 1.749728
1.75 1.75 1.749712
1.75 1.75 1.749696
1.75 1.75 1.749681
1.75 1.75 1.749666
1.75 1.75 1.749651
1.75 1.75 1.749636
1.75 1.75 1.749621
1.75 1.75 1.749607
1.75 1.75 1.749593
1.75 1.75 1.749579
1.75 1.75 1.749566
1.75 1.75 1.749552
1.75 1.75 1.749539
1.75 1.75 1.749526
1.75 1.75 1.749514
1.75 1.75 1.749501
1.75 1.75 1.749489
1.75 1.75 1.749477
1.75 1.75 1.749465
1.75 1.75 1.749454
1.75 1.75 1.749442
1.75 1.75 1.749431
1.75 1.75 1.749421
1.75 1.75 1.749410
1.75 1.75 1.749400
1.75 1.75 1.749389
1.75 1.75 1.749379
1.75 1.75 1.749370
1.75 1.75 1.749360
1.75 1.75 1.749351
1.75 1.75 1.749342
1.75 1.75 1.749333
1.75 1.75 1.749324
1.75 1.75 1.749316
1.75 1.75 1.749307
1.75 1.75 1.749299
1.75 1.75 1.749291
1.75 1.75 1.749284
1.75 1.75 1.749276
1.75 1.75 1.749269
1.75 1.75 1.749262
1.75 1.75 1.749255
1.75 1.75 1.749249
1.75 1.75 1.749242
1.75 1.75 1.749236
1.75 1.75 1.749230
1.75 1.75 1.749225
1.75 1.75 1.749219
1.75 1.75 1.749214
1.75 1.75 1.749208
1.75 1.75 1.749204
1.75 1.75 1.749199
1.75 1.75 1.749194
1.75 1.75 1.749190
1.75 1.75 1.749186
1.75 1.75 1.749182
1.75 1.75 1.749178
1.75 1.75 1.749175
1.75 1.75 1.749171
1.75 1.75 1.749168
1.75 1.75 1.749165
1.75 1.75 1.749163
1.75 1.75 1.749160
1.75 1.75 1.749158
1.75 1.75 1.749156
1.75 1.75 1.749154
1.75 1.75 1.749152
1.75 1.75 1.749150
1.75 1.75 1.749149
1.75 1.75 1.749148
1.75 1.75 1.749147
1.75 1.75 1.749147
1.75 1.75 1.749146
1.75 1.75 1.749146
1.75 1.75 1.749146
1.75 1.75 1.749146
1.75 1.75 1.749146
1.75 1.75 1.749147
1.75 1.75 1.749147
1.75 1.75 1.749148
1.75 1.75 1.749150
1.75 1.75 1.749151
1.75 1.75 1.749152
1.75 1.75 1.749154
1.75 1.75 1.749156
1.75 1.75 1.749158
1.75 1.75 1.749161
1.75 1.75 1.749163
1.75 1.75 1.749166
1.75 1.75 1.749169
1.75 1.75 1.749173
1.75 1.75 1.749176
1.75 1.75 1.749180
1.75 1.75 1.749184
1.75 1.75 1.749188
1.75 1.75 1.749192
1.75 1.75 1.749197
1.75 1.75 1.749201
1.75 1.75 1.749206
1.75 1.75 1.749212
1.75 1.75 1.749217
1.75 1.75 1.749223
1.75 1.75 1.749228
1.75 1.75 1.749235
1.75 1.75 1.749241
1.75 1.75 1.749247
1.75 1.75 1.749254
1.75 1.75 1.749261
1.75 1.75 1.749268
1.75 1.75 1.749276
1.75 1.75 1.749284
1.75 1.75 1.749291
1.75 1.75 1.749300
1.75 1.75 1.749308
1.75 1.75 1.749317
1.75 1.75 1.749325
1.75 1.75 1.749335
1.75 1.75 1.749344
1.75 1.75 1.749353
1.75 1.75 1.749363
1.75 1.75 1.749373
1.75 1.75 1.749384
1.75 1.75 1.749394
1.75 1.75 1.749405
1.75 1.75 1.749416
1.75 1.75 1.749428
1.75 1.75 1.749439
1.75 1.75 1.749451
1.75 1.75 1.749463
1.75 1.75 1.749475
1.75 1.75 1.749488
1.75 1.75 1.749501
1.75 1.75 1.749514
1.75 1.75 1.749528
1.75 1.75 1.749541
1.75 1.75 1.749555
1.75 1.75 1.749570
1.75 1.75 1.749584
1.75 1.75 1.749599
1.75 1.75 1.749614
1.75 1.75 1.749629
1.75 1.75 1.749645
1.75 1.75 1.749661
1.75 1.75 1.749677
1.75 1.75 1.749694
1.75 1.75 1.749711
1.75 1.75 1.749728
1.75 1.75 1.749745
1.75 1.75 1.749763
1.75 1.75 1.749781
1.75 1.75 1.749799
1.75 1.75 1.749818
1.75 1.75 1.749837
1.75 1.75 1.749856
1.75 1.75 1.749876
1.75 1.75 1.749896
1.75 1.75 1.749916
1.75 1.75 1.749937
1.75 1.75 1.749958
1.75 1.75 1.749979
1.75 1.75 1.750001
1.75 1.75 1.750023
1.75 1.75 1.750045
1.75 1.75 1.750068
1.75 1.75 1.750091
1.75 1.75 1.750114
1.75 1.75 1.750138
1.75 1.75 1.750162
1.75 1.75 1.750186
1.75 1.75 1.750211
1.75 1.75 1.750236
1.75 1.75 1.750262
1.75 1.75 1.750288
1.75 1.75 1.750314
1.75 1.75 1.750341
1.75 1.75 1.750368
1.75 1.75 1.750395
1.75 1.75 1.750423
1.75 1.75 1.750452
1.75 1.75 1.750480
1.75 1.75 1.750510
1.75 1.75 1.750539
1.75 1.75 1.750569
1.75 1.75 1.750600
1.75 1.75 1.750630
1.75 1.75 1.750662
1.75 1.75 1.750693
1.75 1.75 1.750725
1.75 1.75 1.750758
1.75 1.75 1.750791
1.75 1.75 1.750825
1.75 1.75 1.750859
1.75 1.75 1.750893
1.75 1.75 1.750928
1.75 1.75 1.750963
1.75 1.75 1.750999
1.75 1.75 1.751036
1.75 1.75 1.751073
1.75 1.75 1.751110
1.75 1.75 1.751148
1.75 1.75 1.751186
1.75 1.75 1.751225
1.75 1.75 1.751265
1.75 1.75 1.751305
1.75 1.75 1.751345
1.75 1.75 1.751386
1.75 1.75 1.751428
1.75 1.75 1.751470
1.75 1.75 1.751513
1.75 1.75 1.751556
1.75 1.75 1.751600
1.75 1.75 1.751644
1.75 1.75 1.751689
1.75 1.75 1.751735
1.75 1.75 1.751781
1.75 1.75 1.751828
1.75 1.75 1.751876
1.75 1.75 1.751924
1.75 1.75 1.751972
1.75 1.75 1.752022
1.75 1.75 1.752072
1.75 1.75 1.752122
1.75 1.75 1.752174
1.75 1.75 1.752226
1.75 1.75 1.752278
1.75 1.75 1.752332
1.75 1.75 1.752386
1.75 1.75 1.752440
1.75 1.75 1.752496
1.75 1.75 1.752552
1.75 1.75 1.752609
1.75 1.75 1.752667
1.75 1.75 1.752725
1.75 1.75 1.752784
1.75 1.75 1.752844
1.75 1.75 1.752905
1.75 1.75 1.752966
1.75 1.75 1.753029
1.75 1.75 1.753092
1.75 1.75 1.753155
1.75 1.75 1.753220
1.75 1.75 1.753286
1.75 1.75 1.753352
1.75 1.75 1.753419
1.75 1.75 1.753487
1.75 1.75 1.753556
1.75 1.75 1.753626
1.75 1.75 1.753697
1.75 1.75 1.753769
1.75 1.75 1.753770
1.75 1.75 1.753773
1.75 1.75 1.753776
1.75 1.75 1.753779
1.75 1.75 1.753783
1.75 1.75 1.753787
1.75 1.75 1.753792
1.75 1.75 1.753797
1.75 1.75 1.753802
1.75 1.75 1.753809
1.75 1.75 1.753815
1.75 1.75 1.753822
1.75 1.75 1.753830
1.75 1.75 1.753838
1.75 1.75 1.753846
1.75 1.75 1.753855
1.75 1.75 1.753865
1.75 1.75 1.753875
1.75 1.75 1.753885
1.75 1.75 1.753896
1.75 1.75 1.753908
1.75 1.75 1.753920
1.75 1.75 1.753932
1.75 1.75 1.753945
1.75 1.75 1.753958
1.75 1.75 1.753972
1.75 1.75 1.753987
1.75 1.75 1.754002
1.75 1.75 1.754017
1.75 1.75 1.754033
1.75 1.75 1.754049
1.75 1.75 1.754066
1.75 1.75 1.754084
1.75 1.75 1.754102
1.75 1.75 1.754120
1.75 1.75 1.754140
1.75 1.75 1.754159
1.75 1.75 1.754179
1.75 1.75 1.754200
1.75 1.75 1.754221
1.75 1.75 1.754243
1.75 1.75 1.754265
1.75 1.75 1.754288
1.75 1.75 1.754311
1.75 1.75 1.754335
1.75 1.75 1.754360
1.75 1.75 1.754385
1.75 1.75 1.754410
1.75 1.75 1.754437
1.75 1.75 1.754463
1.75 1.75 1.754491
1.75 1.75 1.754519
1.75 1.75 1.754547
1.75 1.75 1.754576
1.75 1.75 1.754606
1.75 1.75 1.754637
1.75 1.75 1.754667
1.75 1.75 1.754699
1.75 1.75 1.754731
1.75 1.75 1.754764
1.75 1.75 1.754798
1.75 1.75 1.754832
1.75 1.75 1.754866
1.75 1.75 1.754902
1.75 1.75 1.754938
1.75 1.75 1.754974
1.75 1.75 1.755012
1.75 1.75 1.755050
1.75 1.75 1.755089
1.75 1.75 1.755128
1.75 1.75 1.755168
1.75 1.75 1.755209
1.75 1.75 1.755250
1.75 1.75 1.755292
1.75 1.75 1.755335
1.75 1.75 1.755379
1.75 1.75 1.755423
1.75 1.75 1.755469
1.75 1.75 1.755514
1.75 1.75 1.755561
1.75 1.75 1.755608
1.75 1.75 1.755656
1.75 1.75 1.755705
1.75 1.75 1.755755
1.75 1.75 1.755806
1.75 1.75 1.755857
1.75 1.75 1.755909
1.75 1.75 1.755962
1.75 1.75 1.756016
1.75 1.75 1.756070
1.75 1.75 1.756126
1.75 1.75 1.756182
1.75 1.75 1.756239
1.75 1.75 1.756297
1.75 1.75 1.756356
1.75 1.75 1.756416
1.75 1.75 1.756477
1.75 1.75 1.756539
1.75 1.75 1.756601
1.75 1.75 1.756665
1.75 1.75 1.756729
1.75 1.75 1.756795
1.75 1.75 1.756861
1.75 1.75 1.756928
1.75 1.75 1.756997
1.75 1.75 1.757066
1.75 1.75 1.757136
1.75 1.75 1.757208
1.75 1.75 1.757280
1.75 1.75 1.757354
1.75 1.75 1.757428
1.75 1.75 1.757504
1.75 1.75 1.757581
1.75 1.75 1.757659
1.75 1.75 1.757737
1.75 1.75 1.757818
1.75 1.75 1.757899
1.75 1.75 1.757981
1.75 1.75 1.758065
1.75 1.75 1.758149
1.75 1.75 1.758235
1.75 1.75 1.758322
1.75 1.75 1.758411
1.75 1.75 1.758500
1.75 1.75 1.758591
1.75 1.75 1.758683
1.75 1.75 1.758777
1.75 1.75 1.758872
1.75 1.75 1.758968
1.75 1.75 1.759065
1.75 1.75 1.759164
1.75 1.75 1.759264
1.75 1.75 1.759365
1.75 1.75 1.759468
1.75 1.75 1.759573
1.75 1.75 1.759678
1.75 1.75 1.759786
1.75 1.75 1.759798
1.75 1.75 1.759811
1.75 1.75 1.759826
1.75 1.75 1.759840
1.75 1.75 1.759856
1.75 1.75 1.759872
1.75 1.75 1.759889
1.75 1.75 1.759907
1.75 1.75 1.759925
1.75 1.75 1.759944
1.75 1.75 1.759964
1.75 1.75 1.759985
1.75 1.75 1.760007
1.75 1.75 1.760029
1.75 1.75 1.760052
1.75 1.75 1.760076
1.75 1.75 1.760100
1.75 1.75 1.760126
1.75 1.75 1.760152
1.75 1.75 1.760179
1.75 1.75 1.760206
1.75 1.75 1.760235
1.75 1.75 1.760264
1.75 1.75 1.760294
1.75 1.75 1.760325
1.75 1.75 1.760357
1.75 1.75 1.760390
1.75 1.75 1.760423
1.75 1.75 1.760457
1.75 1.75 1.760492
1.75 1.75 1.760528
1.75 1.75 1.760565
1.75 1.75 1.760603
1.75 1.75 1.760641
1.75 1.75 1.760680
1.75 1.75 1.760721
1.75 1.75 1.760762
1.75 1.75 1.760804
1.75 1.75 1.760847
1.75 1.75 1.760890
1.75 1.75 1.760935
1.75 1.75 1.760981
1.75 1.75 1.761027
1.75 1.75 1.761075
1.75 1.75 1.761124
1.75 1.75 1.761173
1.75 1.75 1.761223
1.75 1.75 1.761275
1.75 1.75 1.761327
1.75 1.75 1.761380
1.75 1.75 1.761435
1.75 1.75 1.761490
1.75 1.75 1.761547
1.75 1.75 1.761604
1.75 1.75 1.761581
1.75 1.75 1.761558
1.75 1.75 1.761537
1.75 1.75 1.761516
1.75 1.75 1.761496
1.75 1.75 1.761477
1.75 1.75 1.761459
1.75 1.75 1.761442
1.75 1.75 1.761425
1.75 1.75 1.761409
1.75 1.75 1.761394
1.75 1.75 1.761380
1.75 1.75 1.761366
1.75 1.75 1.761354
1.75 1.75 1.761342
1.75 1.75 1.761331
1.75 1.75 1.761320
1.75 1.75 1.761311
1.75 1.75 1.761302
1.75 1.75 1.761294
1.75 1.75 1.761287
1.75 1.75 1.761280
1.75 1.75 1.761275
1.75 1.75 1.761270
1.75 1.75 1.761266
1.75 1.75 1.761262
1.75 1.75 1.761260
1.75 1.75 1.761258
1.75 1.75 1.761257
1.75 1.75 1.761256
1.75 1.75 1.761257
1.75 1.75 1.761258
1.75 1.75 1.761260
1.75 1.75 1.761263
1.75 1.75 1.761266
1.75 1.75 1.761271
1.75 1.75 1.761276
1.75 1.75 1.761282
1.75 1.75 1.761288
1.75 1.75 1.761296
1.75 1.75 1.761304
1.75 1.75 1.761313
1.75 1.75 1.761323
1.75 1.75 1.761333
1.75 1.75 1.761344
1.75 1.75 1.761356
1.75 1.75 1.761369
1.75 1.75 1.761383
1.75 1.75 1.761397
1.75 1.75 1.761412
1.75 1.75 1.761428
1.75 1.75 1.761445
1.75 1.75 1.761463
1.75 1.75 1.761481
1.75 1.75 1.761500
1.75 1.75 1.761521
1.75 1.75 1.761541
1.75 1.75 1.761563
1.75 1.75 1.761585
1.75 1.75 1.761609
1.75 1.75 1.761633
1.75 1.75 1.761658
1.75 1.75 1.761684
1.75 1.75 1.761710
1.75 1.75 1.761738
1.75 1.75 1.761766
1.75 1.75 1.761795
1.75 1.75 1.761825
1.75 1.75 1.761856
1.75 1.75 1.761888
1.75 1.75 1.761921
1.75 1.75 1.761954
1.75 1.75 1.761989
1.75 1.75 1.762024
1.75 1.75 1.762060
1.75 1.75 1.762098
1.75 1.75 1.762136
1.75 1.75 1.762175
1.75 1.75 1.762215
1.75 1.75 1.762255
1.75 1.75 1.762297
1.75 1.75 1.762340
1.75 1.75 1.762384
1.75 1.75 1.762428
1.75 1.75 1.762474
1.75 1.75 1.762521
1.75 1.75 1.762568
1.75 1.75 1.762617
1.75 1.75 1.762666
1.75 1.75 1.762717
1.75 1.75 1.762769
1.75 1.75 1.762821
1.75 1.75 1.762875
1.75 1.75 1.762930
1.75 1.75 1.762986
1.75 1.75 1.763043
1.75 1.75 1.763101
1.75 1.75 1.763160
1.75 1.75 1.763220
1.75 1.75 1.763281
1.75 1.75 1.763344
1.75 1.75 1.763407
1.75 1.75 1.763472
1.75 1.75 1.763538
1.75 1.75 1.763605
1.75 1.75 1.763673
1.75 1.75 1.763743
1.75 1.75 1.763813
1.75 1.75 1.763885
1.75 1.75 1.763958
1.75 1.75 1.764032
1.75 1.75 1.764108
1.75 1.75 1.764185
1.75 1.75 1.764263
1.75 1.75 1.764342
1.75 1.75 1.764423
1.75 1.75 1.764505
1.75 1.75 1.764588
1.75 1.75 1.764673
1.75 1.75 1.764759
1.75 1.75 1.764847
1.75 1.75 1.764936
1.75 1.75 1.765026
1.75 1.75 1.765118
1.75 1.75 1.765211
1.75 1.75 1.765306
1.75 1.75 1.765402
1.75 1.75 1.765499
1.75 1.75 1.765598
1.75 1.75 1.765699
1.75 1.75 1.765801
1.75 1.75 1.765905
1.75 1.75 1.766010
1.75 1.75 1.766117
1.75 1.75 1.766226
1.75 1.75 1.766336
1.75 1.75 1.766448
1.75 1.75 1.766454
1.75 1.75 1.766460
1.75 1.75 1.766468
1.75 1.75 1.766476
1.75 1.75 1.766486
1.75 1.75 1.766496
1.75 1.75 1.766507
1.75 1.75 1.766519
1.75 1.75 1.766533
1.75 1.75 1.766547
1.75 1.75 1.766562
1.75 1.75 1.766578
1.75 1.75 1.766595
1.75 1.75 1.766613
1.75 1.75 1.766632
1.75 1.75 1.766652
1.75 1.75 1.766673
1.75 1.75 1.766695
1.75 1.75 1.766718
1.75 1.75 1.766742
1.75 1.75 1.766767
1.75 1.75 1.766793
1.75 1.75 1.766820
1.75 1.75 1.766848
1.75 1.75 1.766876
1.75 1.75 1.766906
1.75 1.75 1.766937
1.75 1.75 1.766969
1.75 1.75 1.767003
1.75 1.75 1.767037
1.75 1.75 1.767072
1.75 1.75 1.767108
1.75 1.75 1.767145
1.75 1.75 1.767184
1.75 1.75 1.767223
1.75 1.75 1.767263
1.75 1.75 1.767305
1.75 1.75 1.767348
1.75 1.75 1.767391
1.75 1.75 1.767436
1.75 1.75 1.767482
1.75 1.75 1.767530
1.75 1.75 1.767578
1.75 1.75 1.767627
1.75 1.75 1.767678
1.75 1.75 1.767729
1.75 1.75 1.767782
1.75 1.75 1.767836
1.75 1.75 1.767892
1.75 1.75 1.767948
1.75 1.75 1.768006
1.75 1.75 1.768065
1.75 1.75 1.768125
1.75 1.75 1.768186
1.75 1.75 1.768249
1.75 1.75 1.768313
1.75 1.75 1.768378
1.75 1.75 1.768444
1.75 1.75 1.768512
1.75 1.75 1.768581
1.75 1.75 1.768652
1.75 1.75 1.768723
1.75 1.75 1.768796
1.75 1.75 1.768871
1.75 1.75 1.768947
1.75 1.75 1.769024
1.75 1.75 1.769102
1.75 1.75 1.769182
1.75 1.75 1.769264
1.75 1.75 1.769347
1.75 1.75 1.769431
1.75 1.75 1.769517
1.75 1.75 1.769604
1.75 1.75 1.769693
1.75 1.75 1.769783
1.75 1.75 1.769875
1.75 1.75 1.769968
1.75 1.75 1.770063
1.75 1.75 1.770160
1.75 1.75 1.770258
1.75 1.75 1.770358
1.75 1.75 1.770459
1.75 1.75 1.770562
1.75 1.75 1.770667
1.75 1.75 1.770774
1.75 1.75 1.770882
1.75 1.75 1.770992
1.75 1.75 1.771103
1.75 1.75 1.771217
1.75 1.75 1.771332
1.75 1.75 1.771449
1.75 1.75 1.771568
1.75 1.75 1.771689
1.75 1.75 1.771811
1.75 1.75 1.771936
1.75 1.75 1.772062
1.75 1.75 1.772191
1.75 1.75 1.772321
1.75 1.75 1.772453
1.75 1.75 1.772588
1.75 1.75 1.772724
1.75 1.75 1.772863
1.75 1.75 1.773003
1.75 1.75 1.773146
1.75 1.75 1.773291
1.75 1.75 1.773438
1.75 1.75 1.773587
1.75 1.75 1.773738
1.75 1.75 1.773892
1.75 1.75 1.774048
1.75 1.75 1.774206
1.75 1.75 1.774366
1.75 1.75 1.774529
1.75 1.75 1.774695
1.75 1.75 1.774862
1.75 1.75 1.775033
1.75 1.75 1.775205
1.75 1.75 1.775380
1.75 1.75 1.775558
1.75 1.75 1.775738
1.75 1.75 1.775921
1.75 1.75 1.776107
1.75 1.75 1.776295
1.75 1.75 1.776486
1.75 1.75 1.776680
1.75 1.75 1.776876
1.75 1.75 1.777075
1.75 1.75 1.777278
1.75 1.75 1.777483
1.75 1.75 1.777691
1.75 1.75 1.777736
1.75 1.75 1.777783
1.75 1.75 1.777717
1.75 1.75 1.777652
1.75 1.75 1.777588
1.75 1.75 1.777526
1.75 1.75 1.777465
1.75 1.75 1.777406
1.75 1.75 1.777349
1.75 1.75 1.777293
1.75 1.75 1.777238
1.75 1.75 1.777185
1.75 1.75 1.777133
1.75 1.75 1.777083
1.75 1.75 1.777034
1.75 1.75 1.776986
1.75 1.75 1.776940
1.75 1.75 1.776895
1.75 1.75 1.776851
1.75 1.75 1.776809
1.75 1.75 1.776769
1.75 1.75 1.776729
1.75 1.75 1.776691
1.75 1.75 1.776654
1.75 1.75 1.776619
1.75 1.75 1.776585
1.75 1.75 1.776552
1.75 1.75 1.776520
1.75 1.75 1.776490
1.75 1.75 1.776461
1.75 1.75 1.776433
1.75 1.75 1.776407
1.75 1.75 1.776382
1.75 1.75 1.776358
1.75 1.75 1.776335
1.75 1.75 1.776314
1.75 1.75 1.776294
1.75 1.75 1.776275
1.75 1.75 1.776257
1.75 1.75 1.776241
1.75 1.75 1.776225
1.75 1.75 1.776211
1.75 1.75 1.776198
1.75 1.75 1.776187
1.75 1.75 1.776177
1.75 1.75 1.776167
1.75 1.75 1.776159
1.75 1.75 1.776153
1.75 1.75 1.776147
1.75 1.75 1.776143
1.75 1.75 1.776140
1.75 1.75 1.776138
1.75 1.75 1.776137
1.75 1.75 1.776138
1.75 1.75 1.776139
1.75 1.75 1.776142
1.75 1.75 1.776147
1.75 1.75 1.776152
1.75 1.75 1.776158
1.75 1.75 1.776166
1.75 1.75 1.776175
1.75 1.75 1.776185
1.75 1.75 1.776197
1.75 1.75 1.776209
1.75 1.75 1.776223
1.75 1.75 1.776238
1.75 1.75 1.776254
1.75 1.75 1.776272
1.75 1.75 1.776291
1.75 1.75 1.776310
1.75 1.75 1.776332
1.75 1.75 1.776354
1.75 1.75 1.776378
1.75 1.75 1.776402
1.75 1.75 1.776429
1.75 1.75 1.776456
1.75 1.75 1.776485
1.75 1.75 1.776514
1.75 1.75 1.776546
1.75 1.75 1.776578
1.75 1.75 1.776612
1.75 1.75 1.776647
1.75 1.75 1.776683
1.75 1.75 1.776721
1.75 1.75 1.776760
1.75 1.75 1.776800
1.75 1.75 1.776841
1.75 1.75 1.776884
1.75 1.75 1.776928
1.75 1.75 1.776974
1.75 1.75 1.777021
1.75 1.75 1.777069
1.75 1.75 1.777119
1.75 1.75 1.777170
1.75 1.75 1.777222
1.75 1.75 1.777276
1.75 1.75 1.777331
1.75 1.75 1.777387
1.75 1.75 1.777445
1.75 1.75 1.777505
1.75 1.75 1.777566
1.75 1.75 1.777628
1.75 1.75 1.777692
1.75 1.75 1.777757
1.75 1.75 1.777824
1.75 1.75 1.777892
1.75 1.75 1.777962
1.75 1.75 1.778033
1.75 1.75 1.778106
1.75 1.75 1.778181
1.75 1.75 1.778257
